#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  47300      4.14e+00    7.24e+00      4.39e-02    1.05e-01      9.76e-02    9.26e-02    9.9e-06
  47400      7.83e+00    4.80e+00      1.17e-01    5.55e-02      8.26e-02    1.04e-01    9.9e-06
  47500      6.17e+00    5.43e+00      6.09e-02    7.46e-02      1.53e-01    8.65e-02    9.9e-06
  47600      5.21e+00    3.62e+00      6.90e-02    1.12e-02      9.11e-02    1.12e-01    9.9e-06
  47700      6.24e+00    7.07e+00      8.80e-02    1.05e-01      9.10e-02    8.16e-02    9.9e-06
  47800      7.78e+00    5.68e+00      1.04e-01    8.09e-02      1.34e-01    7.93e-02    9.9e-06
  47900      4.54e+00    9.56e+00      4.28e-02    1.28e-01      1.16e-01    1.64e-01    9.9e-06
  48000      4.22e+00    4.50e+00      4.56e-02    5.40e-02      9.80e-02    9.30e-02    9.9e-06
  48100      3.52e+00    1.08e+01      2.83e-02    1.52e-01      9.61e-02    1.61e-01    9.9e-06
  48200      6.42e+00    4.40e+00      9.50e-02    5.49e-02      7.44e-02    8.60e-02    9.9e-06
  48300      8.53e+00    7.60e+00      1.08e-01    1.13e-01      1.64e-01    8.19e-02    9.9e-06
  48400      3.58e+00    5.18e+00      8.35e-03    6.20e-02      1.12e-01    1.08e-01    9.9e-06
  48500      5.98e+00    5.35e+00      5.94e-02    7.18e-02      1.48e-01    9.06e-02    9.9e-06
  48600      4.10e+00    5.97e+00      1.95e-02    6.32e-02      1.24e-01    1.41e-01    9.9e-06
  48700      5.42e+00    5.37e+00      4.62e-02    6.98e-02      1.45e-01    9.78e-02    9.9e-06
  48800      8.10e+00    6.88e+00      1.22e-01    1.01e-01      8.00e-02    8.07e-02    9.9e-06
  48900      5.46e+00    8.70e+00      6.32e-02    1.20e-01      1.18e-01    1.37e-01    9.9e-06
  49000      4.16e+00    5.32e+00      2.55e-02    7.21e-02      1.22e-01    8.77e-02    9.9e-06
  49100      4.03e+00    6.58e+00      4.33e-02    8.08e-02      9.39e-02    1.32e-01    9.9e-06
  49200      3.99e+00    3.85e+00      4.71e-02    2.03e-02      8.42e-02    1.15e-01    9.9e-06
  49300      3.29e+00    7.82e+00      1.20e-02    1.02e-01      1.01e-01    1.41e-01    9.9e-06
  49400      3.31e+00    4.69e+00      5.91e-04    6.15e-02      1.05e-01    8.37e-02    9.9e-06
  49500      3.95e+00    8.72e+00      3.44e-02    1.33e-01      1.04e-01    7.79e-02    9.9e-06
  49600      4.19e+00    6.95e+00      1.92e-02    7.55e-02      1.27e-01    1.60e-01    9.9e-06
  49700      5.57e+00    6.20e+00      6.52e-02    7.18e-02      1.19e-01    1.34e-01    9.9e-06
  49800      4.12e+00    7.21e+00      2.41e-02    1.05e-01      1.21e-01    9.25e-02    9.9e-06
  49900      5.64e+00    3.94e+00      6.34e-02    2.56e-02      1.26e-01    1.14e-01    9.9e-06
  50000      6.14e+00    9.82e+00      6.53e-02    1.31e-01      1.44e-01    1.66e-01    5.9e-06
  50100      3.23e+00    4.22e+00      1.81e-02    4.79e-02      9.55e-02    9.30e-02    5.9e-06
  50200      6.87e+00    7.21e+00      7.99e-02    9.01e-02      1.48e-01    1.41e-01    5.9e-06
  50300      6.37e+00    7.64e+00      7.35e-02    1.14e-01      1.38e-01    8.19e-02    5.9e-06
  50400      8.00e+00    9.05e+00      1.20e-01    1.21e-01      8.13e-02    1.53e-01    5.9e-06
  50500      4.72e+00    3.57e+00      4.99e-02    4.73e-03      1.11e-01    1.13e-01    5.9e-06
  50600      7.28e+00    4.47e+00      1.06e-01    4.96e-02      9.16e-02    1.01e-01    5.9e-06
  50700      4.38e+00    7.98e+00      5.50e-02    1.08e-01      8.48e-02    1.31e-01    5.9e-06
  50800      1.01e+01    4.14e+00      1.55e-01    3.23e-02      8.03e-02    1.14e-01    5.9e-06
  50900      4.36e+00    3.52e+00      4.07e-02    1.59e-02      1.11e-01    1.07e-01    5.9e-06
  51000      4.52e+00    8.63e+00      3.23e-02    1.31e-01      1.28e-01    7.95e-02    5.9e-06
  51100      1.03e+01    7.20e+00      1.42e-01    9.31e-02      1.65e-01    1.32e-01    5.9e-06
  51200      6.75e+00    3.49e+00      8.22e-02    1.55e-02      1.37e-01    1.06e-01    5.9e-06
  51300      6.49e+00    3.66e+00      7.83e-02    7.92e-03      1.33e-01    1.15e-01    5.9e-06
  51400      8.14e+00    8.42e+00      1.07e-01    1.09e-01      1.45e-01    1.54e-01    5.9e-06
  51500      8.52e+00    3.56e+00      1.08e-01    9.79e-03      1.62e-01    1.11e-01    5.9e-06
  51600      4.43e+00    6.45e+00      3.30e-02    7.13e-02      1.24e-01    1.46e-01    5.9e-06
  51700      7.48e+00    4.94e+00      1.11e-01    6.30e-02      8.27e-02    9.27e-02    5.9e-06
  51800      3.60e+00    8.37e+00      5.13e-03    1.27e-01      1.13e-01    7.67e-02    5.9e-06
  51900      7.86e+00    5.28e+00      1.18e-01    5.17e-02      8.00e-02    1.32e-01    5.9e-06
  52000      5.79e+00    7.34e+00      6.58e-02    9.39e-02      1.28e-01    1.37e-01    5.9e-06
  52100      3.74e+00    9.78e+00      4.08e-02    1.34e-01      8.58e-02    1.56e-01    5.9e-06
  52200      9.60e+00    8.28e+00      1.28e-01    1.07e-01      1.64e-01    1.51e-01    5.9e-06
  52300      4.00e+00    3.78e+00      3.41e-02    1.23e-02      1.07e-01    1.17e-01    5.9e-06
  52400      7.42e+00    3.77e+00      9.30e-02    3.01e-02      1.44e-01    1.03e-01    5.9e-06
  52500      4.72e+00    3.47e+00      3.70e-02    2.46e-02      1.30e-01    9.80e-02    5.9e-06
  52600      7.10e+00    4.19e+00      8.44e-02    1.65e-02      1.48e-01    1.28e-01    5.9e-06
  52700      4.58e+00    3.74e+00      3.49e-02    1.67e-02      1.27e-01    1.13e-01    5.9e-06
  52800      4.74e+00    3.94e+00      5.65e-02    3.60e-02      9.90e-02    1.02e-01    5.9e-06
  52900      6.26e+00    5.18e+00      8.90e-02    6.89e-02      8.79e-02    8.92e-02    5.9e-06
  53000      4.74e+00    8.87e+00      6.37e-02    1.19e-01      7.97e-02    1.51e-01    5.9e-06
  53100      8.39e+00    5.30e+00      1.01e-01    4.90e-02      1.71e-01    1.36e-01    5.9e-06
  53200      8.01e+00    3.82e+00      1.21e-01    1.48e-02      7.95e-02    1.17e-01    5.9e-06
  53300      3.72e+00    4.86e+00      1.67e-02    4.85e-02      1.13e-01    1.20e-01    5.9e-06
  53400      3.65e+00    4.33e+00      8.03e-03    2.47e-02      1.14e-01    1.28e-01    5.9e-06
  53500      3.97e+00    8.71e+00      2.76e-02    1.32e-01      1.13e-01    8.12e-02    5.9e-06
  53600      6.21e+00    8.11e+00      6.22e-02    1.21e-01      1.52e-01    8.55e-02    5.9e-06
  53700      4.97e+00    3.67e+00      3.95e-02    3.25e-02      1.36e-01    9.63e-02    5.9e-06
  53800      6.95e+00    4.28e+00      1.01e-01    3.07e-02      8.54e-02    1.21e-01    5.9e-06
  53900      6.95e+00    4.62e+00      8.14e-02    5.24e-02      1.48e-01    1.02e-01    5.9e-06
  54000      4.07e+00    3.76e+00      2.78e-02    2.05e-02      1.16e-01    1.12e-01    5.9e-06
  54100      9.46e+00    6.21e+00      1.28e-01    8.94e-02      1.55e-01    8.27e-02    5.9e-06
  54200      3.72e+00    4.12e+00      1.93e-02    2.99e-02      1.11e-01    1.16e-01    5.9e-06
  54300      5.43e+00    6.88e+00      5.12e-02    8.18e-02      1.38e-01    1.44e-01    5.9e-06
  54400      6.80e+00    5.76e+00      9.96e-02    7.94e-02      8.21e-02    9.03e-02    5.9e-06
  54500      8.18e+00    8.80e+00      1.22e-01    1.34e-01      8.61e-02    7.44e-02    5.9e-06
  54600      6.85e+00    3.20e+00      8.62e-02    1.89e-03      1.32e-01    1.01e-01    5.9e-06
  54700      5.81e+00    4.06e+00      8.02e-02    2.24e-02      9.04e-02    1.20e-01    5.9e-06
  54800      7.84e+00    6.05e+00      9.83e-02    6.43e-02      1.52e-01    1.42e-01    5.9e-06
  54900      6.82e+00    3.68e+00      1.01e-01    8.86e-03      7.74e-02    1.15e-01    5.9e-06
  55000      4.87e+00    1.03e+01      3.54e-02    1.58e-01      1.37e-01    7.42e-02    3.5e-06
  55100      6.52e+00    3.88e+00      9.38e-02    4.34e-03      8.62e-02    1.22e-01    3.5e-06
  55200      7.63e+00    8.86e+00      9.55e-02    1.20e-01      1.48e-01    1.44e-01    3.5e-06
  55300      8.53e+00    4.55e+00      1.13e-01    3.51e-02      1.47e-01    1.26e-01    3.5e-06
  55400      8.55e+00    4.79e+00      1.08e-01    4.19e-02      1.63e-01    1.26e-01    3.5e-06
  55500      4.01e+00    7.89e+00      2.74e-02    1.19e-01      1.14e-01    7.78e-02    3.5e-06
  55600      5.42e+00    3.75e+00      5.74e-02    2.73e-02      1.27e-01    1.05e-01    3.5e-06
  55700      9.08e+00    5.72e+00      1.23e-01    7.97e-02      1.48e-01    8.61e-02    3.5e-06
  55800      6.42e+00    1.03e+01      7.89e-02    1.47e-01      1.28e-01    1.42e-01    3.5e-06
  55900      8.85e+00    4.91e+00      1.13e-01    4.38e-02      1.65e-01    1.28e-01    3.5e-06
  56000      4.08e+00    7.01e+00      2.37e-02    1.03e-01      1.20e-01    8.34e-02    3.5e-06
  56100      7.57e+00    4.69e+00      9.78e-02    5.43e-02      1.39e-01    1.01e-01    3.5e-06
  56200      3.81e+00    1.09e+01      3.78e-02    1.49e-01      9.40e-02    1.70e-01    3.5e-06
  56300      4.14e+00    5.40e+00      2.85e-02    7.22e-02      1.18e-01    9.16e-02    3.5e-06
  56400      5.44e+00    3.52e+00      7.31e-02    2.29e-02      9.13e-02    1.02e-01    3.5e-06
  56500      5.05e+00    3.63e+00      4.63e-02    1.34e-03      1.30e-01    1.15e-01    3.5e-06
  56600      4.57e+00    8.03e+00      5.24e-02    1.03e-01      9.96e-02    1.48e-01    3.5e-06
  56700      5.37e+00    4.33e+00      5.74e-02    5.23e-02      1.25e-01    8.89e-02    3.5e-06
  56800      3.26e+00    5.33e+00      1.14e-02    4.94e-02      1.01e-01    1.37e-01    3.5e-06
  56900      6.03e+00    8.05e+00      8.42e-02    1.03e-01      8.95e-02    1.49e-01    3.5e-06
  57000      7.57e+00    3.96e+00      1.14e-01    1.92e-02      7.61e-02    1.19e-01    3.5e-06
  57100      4.46e+00    8.38e+00      2.71e-02    1.08e-01      1.30e-01    1.53e-01    3.5e-06
  57200      4.59e+00    6.52e+00      3.04e-02    9.37e-02      1.32e-01    8.69e-02    3.5e-06
  57300      6.24e+00    4.63e+00      8.97e-02    4.16e-02      8.27e-02    1.21e-01    3.5e-06
  57400      6.52e+00    3.77e+00      7.73e-02    2.77e-02      1.37e-01    1.06e-01    3.5e-06
  57500      4.79e+00    9.81e+00      5.70e-02    1.32e-01      9.97e-02    1.64e-01    3.5e-06
  57600      9.07e+00    9.07e+00      1.20e-01    1.20e-01      1.58e-01    1.57e-01    3.5e-06
  57700      8.83e+00    7.30e+00      1.33e-01    9.11e-02      8.48e-02    1.42e-01    3.5e-06
  57800      4.12e+00    5.50e+00      4.15e-02    5.58e-02      1.01e-01    1.34e-01    3.5e-06
  57900      4.32e+00    6.76e+00      1.23e-02    7.52e-02      1.34e-01    1.52e-01    3.5e-06
  58000      4.52e+00    3.51e+00      5.74e-02    1.97e-02      8.57e-02    1.04e-01    3.5e-06
  58100      4.12e+00    3.80e+00      3.88e-02    1.35e-02      1.05e-01    1.17e-01    3.5e-06
  58200      6.34e+00    5.01e+00      8.87e-02    4.62e-02      9.41e-02    1.29e-01    3.5e-06
  58300      4.56e+00    4.83e+00      5.50e-02    6.03e-02      9.34e-02    9.42e-02    3.5e-06
  58400      4.11e+00    3.66e+00      2.55e-02    2.28e-02      1.20e-01    1.06e-01    3.5e-06
  58500      3.76e+00    7.61e+00      3.66e-03    1.14e-01      1.19e-01    8.00e-02    3.5e-06
  58600      3.68e+00    3.48e+00      3.08e-02    1.99e-02      9.88e-02    1.03e-01    3.5e-06
  58700      8.20e+00    7.60e+00      1.23e-01    1.13e-01      8.35e-02    8.25e-02    3.5e-06
  58800      4.10e+00    9.11e+00      1.18e-02    1.18e-01      1.28e-01    1.65e-01    3.5e-06
  58900      5.89e+00    9.77e+00      8.25e-02    1.29e-01      8.71e-02    1.72e-01    3.5e-06
  59000      8.28e+00    5.09e+00      1.26e-01    6.88e-02      7.58e-02    8.38e-02    3.5e-06
  59100      3.80e+00    7.86e+00      3.51e-02    1.02e-01      9.77e-02    1.44e-01    3.5e-06
  59200      3.54e+00    7.36e+00      1.24e-02    9.19e-02      1.09e-01    1.43e-01    3.5e-06
  59300      4.11e+00    6.23e+00      2.61e-02    8.91e-02      1.19e-01    8.47e-02    3.5e-06
  59400      4.27e+00    3.45e+00      5.14e-02    2.36e-02      8.76e-02    9.85e-02    3.5e-06
  59500      3.64e+00    9.44e+00      3.54e-02    1.30e-01      9.08e-02    1.49e-01    3.5e-06
  59600      4.89e+00    5.89e+00      6.17e-02    8.17e-02      9.37e-02    9.01e-02    3.5e-06
  59700      9.26e+00    8.00e+00      1.28e-01    1.21e-01      1.44e-01    7.48e-02    3.5e-06
  59800      4.05e+00    3.73e+00      3.83e-02    1.41e-02      1.03e-01    1.15e-01    3.5e-06
  59900      4.82e+00    8.21e+00      4.63e-02    1.24e-01      1.21e-01    7.77e-02    3.5e-06
  60000      4.33e+00    8.11e+00      2.31e-02    1.21e-01      1.29e-01    8.64e-02    2.1e-06
  60100      3.61e+00    6.81e+00      4.19e-03    9.86e-02      1.14e-01    8.70e-02    2.1e-06
  60200      3.97e+00    3.93e+00      2.68e-02    3.90e-02      1.14e-01    9.70e-02    2.1e-06
  60300      6.39e+00    3.57e+00      9.25e-02    7.72e-03      8.14e-02    1.12e-01    2.1e-06
  60400      5.54e+00    3.39e+00      6.13e-02    2.83e-03      1.25e-01    1.07e-01    2.1e-06
  60500      7.49e+00    5.57e+00      9.41e-02    6.01e-02      1.44e-01    1.29e-01    2.1e-06
  60600      3.50e+00    4.68e+00      6.37e-03    5.29e-02      1.10e-01    1.04e-01    2.1e-06
  60700      4.65e+00    7.05e+00      5.08e-02    1.04e-01      1.06e-01    8.31e-02    2.1e-06
  60800      7.78e+00    8.02e+00      1.17e-01    1.19e-01      7.69e-02    8.70e-02    2.1e-06
  60900      4.36e+00    1.00e+01      4.97e-02    1.38e-01      9.58e-02    1.57e-01    2.1e-06
  61000      3.36e+00    4.03e+00      8.54e-03    3.79e-02      1.05e-01    1.02e-01    2.1e-06
  61100      8.80e+00    5.92e+00      1.18e-01    6.50e-02      1.49e-01    1.35e-01    2.1e-06
  61200      3.95e+00    3.78e+00      4.21e-02    2.98e-02      9.22e-02    1.04e-01    2.1e-06
  61300      7.51e+00    9.02e+00      1.11e-01    1.18e-01      8.32e-02    1.60e-01    2.1e-06
  61400      5.48e+00    5.81e+00      7.34e-02    5.85e-02      9.25e-02    1.42e-01    2.1e-06
  61500      3.21e+00    7.58e+00      8.55e-03    1.13e-01      1.00e-01    8.34e-02    2.1e-06
  61600      3.83e+00    4.88e+00      1.85e-02    6.25e-02      1.15e-01    9.06e-02    2.1e-06
  61700      7.81e+00    7.02e+00      1.17e-01    1.03e-01      8.04e-02    8.38e-02    2.1e-06
  61800      5.25e+00    8.06e+00      6.77e-02    1.21e-01      9.63e-02    8.24e-02    2.1e-06
  61900      3.32e+00    5.95e+00      8.97e-03    8.00e-02      1.03e-01    9.90e-02    2.1e-06
  62000      9.22e+00    3.76e+00      1.24e-01    1.32e-02      1.53e-01    1.16e-01    2.1e-06
  62100      9.03e+00    3.94e+00      1.38e-01    2.06e-02      7.74e-02    1.17e-01    2.1e-06
  62200      8.27e+00    7.25e+00      1.25e-01    9.27e-02      7.59e-02    1.35e-01    2.1e-06
  62300      4.80e+00    3.89e+00      5.88e-02    2.62e-02      9.61e-02    1.11e-01    2.1e-06
  62400      5.41e+00    5.09e+00      5.87e-02    5.69e-02      1.24e-01    1.14e-01    2.1e-06
  62500      7.96e+00    5.06e+00      1.02e-01    6.64e-02      1.47e-01    8.91e-02    2.1e-06
  62600      3.64e+00    4.80e+00      1.11e-02    4.92e-02      1.13e-01    1.16e-01    2.1e-06
  62700      3.49e+00    5.84e+00      2.36e-02    6.80e-02      9.98e-02    1.25e-01    2.1e-06
  62800      5.46e+00    6.47e+00      7.46e-02    7.61e-02      8.74e-02    1.37e-01    2.1e-06
  62900      7.87e+00    5.76e+00      9.38e-02    7.48e-02      1.64e-01    1.04e-01    2.1e-06
  63000      6.98e+00    3.61e+00      1.02e-01    1.49e-02      8.46e-02    1.10e-01    2.1e-06
  63100      5.54e+00    3.67e+00      5.43e-02    1.51e-03      1.37e-01    1.16e-01    2.1e-06
  63200      9.52e+00    6.52e+00      1.27e-01    7.52e-02      1.63e-01    1.41e-01    2.1e-06
  63300      5.07e+00    6.23e+00      6.59e-02    6.99e-02      9.16e-02    1.39e-01    2.1e-06
  63400      4.59e+00    7.37e+00      3.56e-02    1.08e-01      1.27e-01    8.65e-02    2.1e-06
  63500      7.01e+00    3.65e+00      8.55e-02    3.54e-02      1.41e-01    9.10e-02    2.1e-06
  63600      5.30e+00    4.84e+00      7.17e-02    6.09e-02      8.70e-02    9.28e-02    2.1e-06
  63700      5.59e+00    3.66e+00      7.55e-02    1.30e-02      9.24e-02    1.13e-01    2.1e-06
  63800      5.23e+00    4.81e+00      5.20e-02    6.08e-02      1.29e-01    9.15e-02    2.1e-06
  63900      9.00e+00    3.54e+00      1.20e-01    1.10e-02      1.54e-01    1.10e-01    2.1e-06
  64000      6.63e+00    3.68e+00      9.62e-02    2.89e-02      8.33e-02    1.01e-01    2.1e-06
  64100      4.14e+00    5.13e+00      4.51e-02    5.10e-02      9.51e-02    1.26e-01    2.1e-06
  64200      4.48e+00    4.72e+00      4.85e-02    5.38e-02      1.03e-01    1.04e-01    2.1e-06
  64300      3.54e+00    8.88e+00      1.02e-03    1.21e-01      1.12e-01    1.43e-01    2.1e-06
  64400      9.65e+00    4.84e+00      1.29e-01    6.22e-02      1.64e-01    8.90e-02    2.1e-06
  64500      5.38e+00    8.25e+00      6.68e-02    1.24e-01      1.06e-01    8.03e-02    2.1e-06
  64600      4.79e+00    4.97e+00      4.30e-02    6.49e-02      1.25e-01    8.91e-02    2.1e-06
  64700      3.82e+00    3.96e+00      3.12e-02    2.08e-02      1.03e-01    1.18e-01    2.1e-06
  64800      4.45e+00    3.57e+00      3.92e-02    2.14e-03      1.17e-01    1.13e-01    2.1e-06
  64900      7.61e+00    4.56e+00      1.14e-01    3.91e-02      7.68e-02    1.21e-01    2.1e-06
  65000      3.51e+00    4.12e+00      4.09e-03    4.22e-02      1.11e-01    9.94e-02    1.3e-06
  65100      8.92e+00    4.82e+00      1.12e-01    5.99e-02      1.70e-01    9.40e-02    1.3e-06
  65200      4.02e+00    8.36e+00      2.63e-02    1.26e-01      1.16e-01    8.24e-02    1.3e-06
  65300      3.42e+00    4.06e+00      5.40e-03    4.43e-02      1.08e-01    9.28e-02    1.3e-06
  65400      4.83e+00    1.01e+01      6.26e-02    1.37e-01      8.78e-02    1.63e-01    1.3e-06
  65500      5.57e+00    3.74e+00      6.02e-02    2.96e-02      1.29e-01    1.02e-01    1.3e-06
  65600      9.97e+00    4.63e+00      1.35e-01    3.58e-02      1.64e-01    1.28e-01    1.3e-06
  65700      9.14e+00    6.37e+00      1.40e-01    7.45e-02      7.59e-02    1.36e-01    1.3e-06
  65800      3.79e+00    7.19e+00      1.39e-02    1.07e-01      1.17e-01    7.97e-02    1.3e-06
  65900      4.63e+00    7.04e+00      3.96e-02    1.05e-01      1.23e-01    7.59e-02    1.3e-06
  66000      3.89e+00    6.97e+00      4.04e-02    8.50e-02      9.28e-02    1.41e-01    1.3e-06
  66100      6.22e+00    6.08e+00      7.12e-02    6.49e-02      1.36e-01    1.42e-01    1.3e-06
  66200      9.87e+00    4.72e+00      1.33e-01    5.89e-02      1.65e-01    9.15e-02    1.3e-06
  66300      7.74e+00    6.32e+00      1.17e-01    7.06e-02      7.41e-02    1.41e-01    1.3e-06
  66400      3.55e+00    4.46e+00      2.13e-02    3.84e-02      1.04e-01    1.18e-01    1.3e-06
  66500      8.87e+00    8.53e+00      1.18e-01    1.10e-01      1.51e-01    1.57e-01    1.3e-06
  66600      3.47e+00    1.00e+01      2.67e-03    1.36e-01      1.10e-01    1.63e-01    1.3e-06
  66700      7.36e+00    3.45e+00      1.10e-01    4.37e-04      7.90e-02    1.09e-01    1.3e-06
  66800      7.28e+00    5.22e+00      8.77e-02    5.38e-02      1.49e-01    1.25e-01    1.3e-06
  66900      4.23e+00    4.48e+00      1.90e-02    5.05e-02      1.28e-01    9.95e-02    1.3e-06
  67000      4.09e+00    7.97e+00      2.47e-02    1.02e-01      1.20e-01    1.49e-01    1.3e-06
  67100      4.86e+00    5.32e+00      4.33e-02    7.21e-02      1.27e-01    8.66e-02    1.3e-06
  67200      6.73e+00    3.66e+00      9.61e-02    1.16e-02      9.16e-02    1.13e-01    1.3e-06
  67300      8.84e+00    4.57e+00      1.17e-01    5.66e-02      1.53e-01    8.99e-02    1.3e-06
  67400      4.92e+00    4.27e+00      4.69e-02    4.40e-02      1.24e-01    1.03e-01    1.3e-06
  67500      4.35e+00    7.31e+00      2.52e-02    8.96e-02      1.28e-01    1.46e-01    1.3e-06
  67600      9.54e+00    6.59e+00      1.28e-01    7.89e-02      1.61e-01    1.36e-01    1.3e-06
  67700      6.68e+00    3.92e+00      7.50e-02    3.62e-04      1.49e-01    1.24e-01    1.3e-06
  67800      3.45e+00    3.51e+00      8.23e-03    2.07e-02      1.08e-01    1.03e-01    1.3e-06
  67900      5.92e+00    5.37e+00      6.14e-02    5.71e-02      1.42e-01    1.26e-01    1.3e-06
  68000      7.82e+00    3.25e+00      1.01e-01    1.32e-02      1.42e-01    9.95e-02    1.3e-06
  68100      4.35e+00    3.59e+00      4.81e-02    1.47e-02      9.83e-02    1.10e-01    1.3e-06
  68200      4.25e+00    7.95e+00      2.00e-02    9.89e-02      1.28e-01    1.55e-01    1.3e-06
  68300      8.16e+00    6.29e+00      1.24e-01    8.77e-02      7.42e-02    9.37e-02    1.3e-06
  68400      7.49e+00    3.42e+00      1.11e-01    8.03e-03      8.20e-02    1.07e-01    1.3e-06
  68500      3.92e+00    8.24e+00      1.01e-02    1.04e-01      1.22e-01    1.57e-01    1.3e-06
  68600      1.02e+01    6.51e+00      1.34e-01    7.76e-02      1.79e-01    1.35e-01    1.3e-06
  68700      5.04e+00    4.83e+00      6.44e-02    6.25e-02      9.39e-02    8.77e-02    1.3e-06
  68800      5.94e+00    4.79e+00      8.50e-02    5.72e-02      8.00e-02    9.94e-02    1.3e-06
  68900      3.51e+00    5.24e+00      2.53e-02    6.91e-02      9.87e-02    9.17e-02    1.3e-06
  69000      3.51e+00    3.59e+00      8.00e-03    9.21e-04      1.10e-01    1.13e-01    1.3e-06
  69100      5.51e+00    7.74e+00      7.38e-02    9.40e-02      9.26e-02    1.57e-01    1.3e-06
  69200      3.36e+00    8.64e+00      8.30e-04    1.14e-01      1.06e-01    1.51e-01    1.3e-06
  69300      5.93e+00    8.69e+00      6.93e-02    1.16e-01      1.26e-01    1.47e-01    1.3e-06
  69400      7.13e+00    3.60e+00      1.06e-01    2.63e-02      7.67e-02    1.01e-01    1.3e-06
  69500      9.62e+00    8.40e+00      1.26e-01    1.27e-01      1.70e-01    8.13e-02    1.3e-06
  69600      3.47e+00    4.35e+00      1.40e-03    3.64e-02      1.10e-01    1.17e-01    1.3e-06
  69700      5.96e+00    3.36e+00      6.26e-02    1.61e-02      1.41e-01    1.01e-01    1.3e-06
  69800      7.34e+00    3.59e+00      1.10e-01    1.92e-02      7.59e-02    1.07e-01    1.3e-06
  69900      7.07e+00    9.05e+00      1.04e-01    1.20e-01      8.39e-02    1.57e-01    1.3e-06
  70000      3.76e+00    6.91e+00      3.13e-02    1.01e-01      1.01e-01    8.39e-02    7.6e-07
  70100      3.19e+00    4.97e+00      5.91e-03    6.34e-02      1.00e-01    9.29e-02    7.6e-07
  70200      4.20e+00    7.88e+00      4.70e-02    1.19e-01      9.40e-02    7.53e-02    7.6e-07
  70300      4.68e+00    4.33e+00      4.40e-02    3.31e-02      1.19e-01    1.20e-01    7.6e-07
  70400      5.03e+00    5.41e+00      4.80e-02    5.70e-02      1.27e-01    1.28e-01    7.6e-07
  70500      5.59e+00    4.22e+00      6.33e-02    4.69e-02      1.23e-01    9.48e-02    7.6e-07
  70600      5.18e+00    4.24e+00      6.80e-02    3.07e-02      9.17e-02    1.19e-01    7.6e-07
  70700      6.48e+00    6.57e+00      7.36e-02    7.56e-02      1.42e-01    1.43e-01    7.6e-07
  70800      6.05e+00    4.25e+00      6.09e-02    3.34e-02      1.47e-01    1.17e-01    7.6e-07
  70900      3.74e+00    8.94e+00      2.65e-02    1.36e-01      1.06e-01    7.47e-02    7.6e-07
  71000      3.50e+00    7.65e+00      7.45e-03    1.15e-01      1.10e-01    7.52e-02    7.6e-07
  71100      3.61e+00    3.61e+00      9.84e-04    3.44e-04      1.14e-01    1.14e-01    7.6e-07
  71200      5.09e+00    8.77e+00      6.57e-02    1.14e-01      9.29e-02    1.57e-01    7.6e-07
  71300      6.71e+00    8.93e+00      9.83e-02    1.19e-01      8.02e-02    1.51e-01    7.6e-07
  71400      3.57e+00    4.56e+00      1.76e-02    3.51e-02      1.07e-01    1.26e-01    7.6e-07
  71500      7.75e+00    3.66e+00      1.17e-01    1.95e-02      7.54e-02    1.09e-01    7.6e-07
  71600      3.50e+00    9.12e+00      1.51e-02    1.23e-01      1.06e-01    1.50e-01    7.6e-07
  71700      7.51e+00    4.20e+00      9.33e-02    7.47e-03      1.47e-01    1.32e-01    7.6e-07
  71800      6.50e+00    5.16e+00      7.63e-02    6.84e-02      1.38e-01    8.91e-02    7.6e-07
  71900      4.10e+00    4.96e+00      4.15e-02    6.37e-02      9.96e-02    9.16e-02    7.6e-07
  72000      4.15e+00    5.40e+00      4.35e-02    5.76e-02      9.83e-02    1.26e-01    7.6e-07
  72100      8.43e+00    8.75e+00      1.28e-01    1.11e-01      7.39e-02    1.66e-01    7.6e-07
  72200      6.46e+00    4.58e+00      9.13e-02    3.43e-02      9.13e-02    1.27e-01    7.6e-07
  72300      5.55e+00    3.98e+00      7.71e-02    3.88e-02      8.39e-02    9.92e-02    7.6e-07
  72400      3.90e+00    4.87e+00      3.77e-02    5.98e-02      9.77e-02    9.68e-02    7.6e-07
  72500      8.73e+00    3.65e+00      1.14e-01    3.77e-03      1.55e-01    1.15e-01    7.6e-07
  72600      6.47e+00    4.01e+00      7.71e-02    3.16e-02      1.34e-01    1.10e-01    7.6e-07
  72700      8.94e+00    3.65e+00      1.19e-01    3.00e-02      1.53e-01    9.85e-02    7.6e-07
  72800      5.81e+00    7.70e+00      8.08e-02    9.69e-02      8.74e-02    1.48e-01    7.6e-07
  72900      8.16e+00    3.97e+00      1.05e-01    1.13e-02      1.49e-01    1.23e-01    7.6e-07
  73000      5.28e+00    8.11e+00      4.91e-02    1.23e-01      1.35e-01    7.47e-02    7.6e-07
  73100      5.98e+00    8.19e+00      6.55e-02    1.07e-01      1.36e-01    1.46e-01    7.6e-07
  73200      5.15e+00    4.65e+00      5.47e-02    5.57e-02      1.21e-01    9.58e-02    7.6e-07
  73300      8.73e+00    4.77e+00      1.32e-01    5.33e-02      8.35e-02    1.07e-01    7.6e-07
  73400      6.22e+00    4.70e+00      8.75e-02    5.71e-02      8.96e-02    9.52e-02    7.6e-07
  73500      5.61e+00    5.36e+00      7.39e-02    5.52e-02      9.80e-02    1.29e-01    7.6e-07
